OBJECTID,STATE_ABBR,STATE_FIPS,COUNTY_FIPS,STCOFIPS,TRACT_FIPS,FIPS,POPULATION,POP_SQMI,SQMI,POPULATION_2020,POP20_SQMI,incidents_total,opioid_incidents,naloxone_opioid_total,naloxone_opioid_rate,hospital_total,hospital_rate,hospital_opioid,hospital_meth,hospital_benzo,hospital_cocaine,hospital_alcohol,opioid_total,meth_total,benzo_total,cocaine_total,alcohol_total,hospital_rate_opioid,hospital_rate_meth,hospital_rate_benzo,hospital_rate_cocaine,hospital_rate_alcohol,Opioid,Methamphetamine,Benzodiazepine,Cocaine,Alcohol,MDMA,Synthetic_Marijuana,Crack,LSD,polysub_incidents,polysub_rate,mean_substances,F2020_od,F2021_od,F2022_od,F2023_od,F2024_od,F2025_od,unique_substances_present,Opioid_2025,Meth_2025,Benzo_2025,Cocaine_2025,Alcohol_2025,SynthMJ_2025,PCP_2025,Opioid_2425,Meth_2425,Cocaine_2425,Alcohol_2425,Benzo_2425,SynthMJ_2425,PCP_2425,Stimulant_2425,population_1,ruca_code,ruca_category,spatial_lambda,pop_ok,rate_total_per1k,eb_rate_total_per1k,rate_2020_per1k,eb_rate_2020_per1k,rate_2021_per1k,eb_rate_2021_per1k,rate_2022_per1k,eb_rate_2022_per1k,rate_2023_per1k,eb_rate_2023_per1k,rate_2024_per1k,eb_rate_2024_per1k,rate_2025_per1k,eb_rate_2025_per1k,spatial_rate_per1k,spatial_rate_2020_per1k,spatial_rate_2021_per1k,spatial_rate_2022_per1k,spatial_rate_2023_per1k,spatial_rate_2024_per1k,spatial_rate_2025_per1k,incidents_2425,polysub_incidents_2425,opioid_incidents_2425,naloxone_opioid_total_2425,naloxone_opioid_rate_2425,z_rate,z_incidents,z_polysub,z_opioid,burden_tier,burden_num,burden_high,stimulant_total_2425,signal_total_2425,alpha_op,beta_op,alpha_st,beta_st,p_opioid_dom,p_stimulant_dom,dominance_confidence,dominance_direction,ecosystem_type,ecosystem_num,past_mean,recent_mean,trend_ratio,trend_flag,trend_num,network_ready,naloxone_gap,expected_opioid_ods_annual,expected_opioid_ods_rate_100k,burden_weight,kits_need_min_floor,kits_need_median_base,est_kits_needed_annual_median,kits_need_high_base,est_kits_needed_annual_high,Incidents_Substances_0,Incidents_Substances_1,Incidents_Substances_2,Incidents_Substances_3,Incidents_Substances_4,Incidents_Substances_5,Sum2425_Opioid,Sum2425_Meth,Sum2425_Benzo,Sum2425_Alcohol,Sum2425_Cocaine,Sum2425_SynthCan,Sum2425_PCP,Sum2425_Unknown,Sum2425_Other,SpikeEvents_2021,SpikeEvents_2022,SpikeEvents_2023,SpikeEvents_2024,SpikeEvents_2025,yoy_change_2021_per1k,yoy_pct_change_2021,yoy_change_2022_per1k,yoy_pct_change_2022,yoy_change_2023_per1k,yoy_pct_change_2023,yoy_change_2024_per1k,yoy_pct_change_2024,yoy_change_2025_per1k,yoy_pct_change_2025,cagr_2020_2025,Opioid_2021,Opioid_2023,Opioid_2024,Opioid_2020,Opioid_2022,Methamphetamine_2021,Methamphetamine_2023,Methamphetamine_2024,Methamphetamine_2020,Methamphetamine_2022,Benzodiazepine_2021,Benzodiazepine_2023,Benzodiazepine_2024,Benzodiazepine_2020,Benzodiazepine_2022,Cocaine_2021,Cocaine_2023,Cocaine_2024,Cocaine_2020,Cocaine_2022,Alcohol_2021,Alcohol_2023,Alcohol_2024,Alcohol_2020,Alcohol_2022,MDMA_2021,MDMA_2023,MDMA_2024,MDMA_2020,MDMA_2022,Synthetic_Marijuana_2021,Synthetic_Marijuana_2023,Synthetic_Marijuana_2024,Synthetic_Marijuana_2020,Synthetic_Marijuana_2022,Crack_2021,Crack_2023,Crack_2024,Crack_2020,Crack_2022,LSD_2021,LSD_2023,LSD_2024,LSD_2020,LSD_2022,PCP_2021,PCP_2023,PCP_2024,PCP_2020,PCP_2022,Methamphetamine_2025,Benzodiazepine_2025,Synthetic_Marijuana_2025,MDMA_2025,Crack_2025,LSD_2025,Sum2425_MDMA,Sum2425_Crack,Sum2425_LSD,cagr_raw_Opioid_2020_2025,cagr_raw_incidents_2020_2025,Infographic_Link
14,KS,20,007,20007,968100,20007968100,2644,5.60000000,474.75000000,2724,5.70000000,44,8,4,50.00000000,34,77.27272727,8,1,0,0,3,8,2,1,0,4,100.00000000,50.00000000,0.00000000,0,75.00000000,8,2,1,0,4,1,2,0,0,2,4.54545455,0.40909091,7,,6,8,11,8,6,2,0,1,0,1,0,0,3,0,0,3,1,1,0,0,2663,10,Isolated Rural,0.80000000,TRUE,2.75378646,2.81631515,2.62861434,2.68625337,,,2.25309801,2.33607922,3.00413068,3.06136154,4.13067968,4.12429629,3.00413068,3.03575638,2.57855718,2.45643419,,2.23520963,2.82585094,3.67366789,2.66154600,19,0,3,2,66.66666667,-0.34388868,-0.18722008,-0.65611832,-0.31408905,Low Burden,1,0,0,3,3.50000000,0.50000000,0.50000000,3.50000000,0.96685450,0.03314550,96.68545000,Opioid,Opioid Domint,4,5.00000000,9.50000000,1.90000000,Increasing,4,0,0,1.45000000,54.44986857,1.01092460,6.65750000,23.71194806,24,34.18957088,35,11,8,0,0,0,0,3,0,1,3,0,1,0,11,0,,0,0,0,0,-0.87245359,,0.65122903,41.11344753,0.59064131,26.42442589,0.84781695,30.00218224,-1.01212189,-27.55071819,1.61685948,,1,1,1,1,,1,0,0,1,,0,0,0,0,,0,0,0,0,,1,2,0,0,,1,0,0,0,,1,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,14.86983550,2.70660871,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/80b71b0b28da453e8a4a42c3bbb6bbdf.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
15,KS,20,009,20009,971600,20009971600,3768,2311.70000000,1.63000000,3927,2409.20000000,61,12,7,58.33333333,48,78.68852459,12,5,3,0,7,12,6,3,0,10,100.00000000,83.33333333,100.00000000,0,70.00000000,12,6,3,0,10,0,3,0,0,5,8.19672131,0.55737705,11,14,5,15,10,6,5,4,1,0,0,3,0,0,5,2,0,7,1,0,0,2,4426,4,Small Town,0.70000000,TRUE,2.29703269,2.34837534,2.48531405,2.52562721,3.16312698,3.19702161,1.12968821,1.21278080,3.38906462,3.41548953,2.25937641,2.30473430,1.35562585,1.40793540,2.49637852,2.50435996,2.88532851,1.86507024,3.49935459,2.27752237,1.92468668,16,2,5,3,60.00000000,-0.36265343,-0.27185521,-0.28807350,-0.12885990,Low Burden,1,0,2,7,5.50000000,2.50000000,2.50000000,5.50000000,0.87186679,0.12813321,87.18667900,Opioid,Opioid Domint,4,9.50000000,8.00000000,0.84210526,Stable,3,1,0,2.35000000,53.09534568,0.99827127,11.06500000,38.91681470,39,56.11302756,57,4,10,1,1,0,0,5,2,1,7,0,0,0,4,0,0,0,0,0,1,0.38096856,15.21221242,-1.02025827,-35.36021170,1.63428435,87.62588745,-1.22183222,-34.91593062,-0.35283569,-15.49208458,-5.12917922,2,4,1,1,0,0,4,1,0,0,0,2,1,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.95079108,-11.41672897,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/d72eb4f27f834003ad9e0caab8b68240.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
16,KS,20,009,20009,971700,20009971700,2596,3018.60000000,0.86000000,2665,3098.80000000,70,18,9,50.00000000,52,74.28571429,15,8,1,0,6,18,11,1,0,8,83.33333333,72.72727273,100.00000000,0,75.00000000,18,11,1,0,8,0,1,0,0,6,8.57142857,0.55714286,12,7,17,13,9,12,5,5,4,1,0,3,0,0,7,8,0,5,1,0,0,8,2329,4,Small Town,0.70000000,TRUE,5.00930299,4.96127531,5.15242593,5.06011532,3.00558179,3.07653778,7.29927007,7.12542850,5.58179476,5.54067014,3.86431945,3.87008311,5.15242593,5.10806953,4.17793992,4.14579429,2.93107352,5.54458328,4.90959132,3.28720961,4.25336756,21,4,7,2,28.57142857,0.02131583,-0.13079666,0.07997132,0.05636926,Low Burden,1,0,8,15,7.50000000,8.50000000,8.50000000,7.50000000,0.39869485,0.60130515,60.13051500,Stimulant,Mixed,3,12.00000000,10.50000000,0.87500000,Stable,3,1,1,3.35000000,143.83855730,1.64307733,5.82250000,33.70581233,34,48.59943422,49,5,12,3,1,0,0,7,8,1,5,0,0,0,5,0,0,0,0,0,1,-1.21472077,-29.30007341,2.61350976,89.16561590,-0.63499196,-11.45247401,-1.62238172,-33.04514794,0.96615796,29.39143142,0.51364746,1,4,2,2,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,20.11244340,0.00000000,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/c68457e1710e4f3c87d38850f07f5889.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
17,KS,20,009,20009,971200,20009971200,1550,4.40000000,355.29000000,1512,4.30000000,5,1,1,100.00000000,4,80.00000000,1,1,0,0,1,1,1,0,0,1,100.00000000,100.00000000,0.00000000,0,100.00000000,1,1,0,0,1,0,0,0,0,1,20.00000000,0.60000000,,,,0,0,,3,,,,,,,,,,,,,,,,1610,5,Small Town,0.70000000,TRUE,0.51759834,0.78478094,,,,,,,0.00000000,0.26832064,0.00000000,0.27552555,,,1.01912448,,,,0.66205611,0.65250392,,,,,,,,,,,Low Burden,,,,,,,,,,,,Balanced,Low Activity,,,,,Decreasing,,,,,,,,,,,,0,0,1,0,0,0,,,,,,,,,,,,,,,-0.20919261,,-0.12291553,,-0.39910491,-37.61021236,-0.00955219,-1.44280645,0.39743211,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,,,,,,,,,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/02cc375d656e4054ab6c2e50a2ff87cb.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
18,KS,20,009,20009,971500,20009971500,3304,856.00000000,3.86000000,3343,866.10000000,34,9,5,55.55555556,28,82.35294118,8,4,0,0,7,9,4,0,0,7,88.88888889,100.00000000,0.00000000,0,100.00000000,9,4,0,0,7,0,1,0,0,3,8.82352941,0.61764706,,,7,8,5,7,4,1,2,0,0,4,0,0,2,2,0,7,0,0,0,2,3509,4,Small Town,0.70000000,TRUE,1.61489503,1.70350519,,,,,1.99487033,2.06783478,2.27985181,2.34375603,1.42490738,1.50924835,1.99487033,2.04443564,1.89750083,,,2.00426768,2.67175145,1.63462528,2.10882384,12,2,2,1,50.00000000,-0.49940170,-0.38470204,-0.28807350,-0.40670362,Low Burden,1,0,2,4,2.50000000,2.50000000,2.50000000,2.50000000,0.50000000,0.50000000,50.00000000,Balanced,Diffuse Ecosystem,2,5.00000000,6.00000000,1.20000000,Stable,3,1,0,1.15000000,32.77286976,0.78429163,8.77250000,24.24031476,25,34.95140753,35,3,7,2,0,0,0,2,2,0,7,0,0,0,3,0,,0,0,0,0,-0.01495758,,0.54238651,37.10195626,0.66748377,33.30312520,-1.03712617,-38.81821323,0.47419856,29.00961885,,,4,1,,3,,2,0,,0,,0,0,,0,,0,0,,0,,0,3,,0,,0,0,,0,,1,0,,0,,0,0,,0,,0,0,,0,,0,0,,0,2,0,0,0,0,0,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/1434265cf4744d5fa5ddd5f694c85bea.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
19,KS,20,009,20009,971801,20009971801,4709,35.60000000,132.16000000,4796,36.30000000,54,6,5,83.33333333,37,68.51851852,6,4,0,1,4,6,4,0,1,7,100.00000000,100.00000000,0.00000000,100,57.14285714,6,4,0,1,7,0,3,0,0,1,1.85185185,0.38888889,9,8,11,9,5,12,5,1,4,0,0,1,0,0,2,4,0,2,0,1,0,4,4559,4,Small Town,0.70000000,TRUE,1.97411713,2.03294126,1.97411713,2.03012516,1.75477078,1.82572066,2.41280983,2.45779205,1.97411713,2.03018838,1.09673174,1.17053892,2.63215617,2.65812490,2.01926614,1.95640964,1.84130427,2.35718369,2.11267752,1.37524417,2.43944842,17,1,2,2,100.00000000,-0.47159770,-0.24364350,-0.47209591,-0.40670362,Low Burden,1,0,4,6,2.50000000,4.50000000,4.50000000,2.50000000,0.20897382,0.79102618,79.10261800,Stimulant,Stimulant Domint,5,9.50000000,8.50000000,0.89473684,Stable,3,0,0,1.00000000,21.93463479,0.64163131,11.39750000,25.76513644,26,37.15000373,38,9,7,1,0,0,0,2,4,0,2,0,1,0,9,0,0,0,0,0,1,-0.11510537,-5.88350031,0.51587942,28.01706525,-0.24450618,-10.37280966,-0.73743334,-34.90515406,1.06420425,77.38293087,4.51205065,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,5.92238410,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/d621c184090043c2a5029b9f5fc9fd4b.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
20,KS,20,009,20009,971100,20009971100,3654,9.90000000,369.24000000,3716,10.10000000,39,11,10,90.90909091,33,84.61538462,11,4,2,0,5,11,5,2,0,5,100.00000000,80.00000000,100.00000000,0,100.00000000,11,5,2,0,5,0,1,0,0,3,7.69230769,0.61538461,13,,,,10,5,5,0,2,0,0,1,0,0,4,4,0,1,0,0,0,4,3647,10,Isolated Rural,0.80000000,TRUE,1.78228681,1.86190727,3.56457362,3.56908544,,,,,,,2.74197971,2.78138515,1.37098985,1.43383022,1.82324907,3.12927353,,,,2.53566421,1.53878214,15,1,4,3,75.00000000,-0.51635642,-0.30006691,-0.47209591,-0.22147447,Low Burden,1,0,4,8,4.50000000,4.50000000,4.50000000,4.50000000,0.50000000,0.50000000,50.00000000,Balanced,Mixed,3,3.50000000,7.50000000,2.14285714,Emerging,1,1,0,1.95000000,53.46860433,1.00177403,9.11750000,32.17976275,33,46.39906755,47,7,7,1,0,0,0,4,4,0,1,0,0,0,7,0,,,,0,1,-1.73191605,,-0.35014040,,0.18653141,,1.30191572,105.52521270,-0.99688207,-39.31443547,-13.23457028,,,4,4,,,,2,0,,,,0,0,,,,0,0,,,,0,3,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,2,0,0,0,0,0,0,0,0,-100.00000000,-17.39519118,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/002ebd59196d42a48ee5556fb781b9e3.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
21,KS,20,009,20009,971400,20009971400,2449,1590.30000000,1.54000000,2447,1589.00000000,35,5,2,40.00000000,26,74.28571429,4,7,2,0,1,5,7,3,0,3,80.00000000,100.00000000,66.66666667,0,33.33333333,5,7,3,0,3,0,1,0,0,2,5.71428571,0.54285714,,6,,11,5,6,5,1,4,0,0,0,0,0,3,5,0,1,1,0,0,5,2255,4,Small Town,0.70000000,TRUE,2.58684405,2.66915541,,,2.66075388,2.75222851,,,4.87804878,4.86554436,2.21729490,2.30624110,2.66075388,2.71112863,2.69686607,,2.60733283,,4.40563886,2.27846412,2.73918245,11,2,3,1,33.33333333,-0.31687392,-0.41291375,-0.28807350,-0.31408905,Low Burden,1,0,5,8,3.50000000,5.50000000,5.50000000,3.50000000,0.24131006,0.75868994,75.86899400,Stimulant,Stimulant Domint,5,5.00000000,5.50000000,1.10000000,Stable,3,0,0,1.30000000,57.64966741,1.04020455,5.63750000,20.66058431,21,29.78989791,30,3,6,2,0,0,0,3,5,1,1,0,0,0,3,0,0,,0,0,1,0.75562530,40.80694634,-0.31446280,,2.11276883,92.14516345,-2.12717474,-48.28300285,0.46071832,20.22056526,,0,2,2,,,0,2,1,,,0,2,1,,,0,0,0,,,0,1,1,,,0,0,0,,,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,4,0,0,0,0,0,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/4cb9c4108b7d41ad8a0fe3f91f646fff.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
22,KS,20,009,20009,971300,20009971300,2990,82.90000000,36.05000000,3087,85.60000000,36,6,5,83.33333333,26,72.22222222,6,3,2,2,5,6,3,2,2,8,100.00000000,100.00000000,100.00000000,100,62.50000000,6,3,2,2,8,0,0,0,0,4,11.11111111,0.58333333,0,11,8,,,9,5,3,1,1,1,2,0,0,4,2,1,4,1,0,0,3,2940,10,Isolated Rural,0.80000000,TRUE,2.04081633,2.12784449,0.00000000,0.18430579,3.74149660,3.76796086,2.72108843,2.77666813,,,,,3.06122449,3.08825463,2.01425089,0.61780332,3.27622175,2.50587119,,,2.79667660,13,3,4,3,75.00000000,-0.47274289,-0.35649033,-0.10405109,-0.22147447,Low Burden,1,0,3,7,4.50000000,3.50000000,3.50000000,4.50000000,0.64551309,0.35448691,64.55130900,Opioid,Mixed,3,9.50000000,6.50000000,0.68421053,Decreasing,2,1,0,1.70000000,57.82312925,1.04176830,7.35000000,26.97713197,27,38.89754496,39,5,5,2,1,0,0,4,2,1,4,1,0,0,5,0,0,0,,,0,2.65841843,430.30173930,-0.77035056,-23.51338289,-1.09996388,,0.04639251,,1.34437678,92.56881778,35.25658002,1,,,0,0,0,,,0,1,0,,,0,0,1,,,0,0,2,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,1,1,0,0,0,0,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/ac1649a5b9074110a1afce312c63b251.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
23,KS,20,011,20011,955600,20011955600,2530,8.70000000,290.52000000,2647,9.10000000,20,5,4,80.00000000,15,75.00000000,5,2,1,1,1,5,2,1,1,3,100.00000000,100.00000000,100.00000000,100,33.33333333,5,2,1,1,3,0,0,0,0,1,5.00000000,0.60000000,,0,9,,,,5,,,,,,,,1,1,0,2,1,0,0,1,2393,8,Rural,0.75000000,TRUE,1.39295167,1.53217763,,,0.00000000,0.22003687,3.76096949,3.77475063,,,,,,,1.68575192,,0.60184735,3.32409616,,,,5,1,1,0,0.00000000,-0.54775264,-0.58218400,-0.47209591,-0.49931820,Low Burden,1,0,1,2,1.50000000,1.50000000,1.50000000,1.50000000,0.50000000,0.50000000,50.00000000,Balanced,Low Activity,1,4.50000000,2.50000000,0.55555556,Decreasing,2,0,0,0.60000000,25.07312996,0.68600080,5.98250000,14.45921199,15,20.84831883,21,2,2,0,1,0,0,1,1,1,2,0,0,0,2,0,0,1,,,,-1.27466414,-67.92732955,2.72224882,452.31549870,-2.07542364,,0.51917868,,-0.54765500,,,0,,,,2,0,,,,0,0,,,,0,0,,,,0,0,,,,1,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,,,,,,,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/235e0753f223447396c0b31336660101.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
24,KS,20,011,20011,955900,20011955900,3224,93.70000000,34.41000000,3324,96.60000000,52,11,7,63.63636364,41,78.84615385,11,3,2,0,6,11,7,3,0,6,100.00000000,42.85714286,66.66666667,0,100.00000000,11,7,3,0,6,0,0,0,0,3,5.76923077,0.51923077,12,,11,8,10,7,4,0,3,1,0,1,0,0,1,7,0,3,2,0,0,7,3400,7,Rural,0.75000000,TRUE,2.54901961,2.60602125,3.52941176,3.53577225,,,3.23529412,3.26460085,2.35294118,2.41674515,2.94117647,2.97657432,2.05882353,2.10827866,2.54594423,3.18509339,,3.23561524,2.24210683,3.06421340,2.15266665,17,2,1,1,100.00000000,-0.35133555,-0.24364350,-0.28807350,-0.49931820,Low Burden,1,0,7,8,1.50000000,7.50000000,7.50000000,1.50000000,0.01337347,0.98662653,98.66265300,Stimulant,Stimulant Domint,5,7.50000000,8.50000000,1.13333333,Stable,3,0,0,0.90000000,26.47058824,0.70485882,8.50000000,21.10854817,22,30.43580401,31,6,9,2,0,0,0,1,7,2,3,0,0,0,6,0,,1,0,1,1,-1.83333753,,1.88385937,139.36387660,-0.99350841,-30.70539402,0.82210657,36.66669930,-0.91154675,-29.74814836,-7.53637360,,3,1,5,2,,0,4,0,0,,0,1,0,1,,0,0,0,0,,0,2,1,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,3,1,0,0,0,0,0,0,0,-100.00000000,-10.21922318,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/c278e975061f4761aef352a169c7d8e6.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
25,KS,20,011,20011,955800,20011955800,3540,143.70000000,24.64000000,3533,143.40000000,71,14,9,64.28571429,57,80.28169014,11,17,5,0,5,14,19,5,2,6,78.57142857,89.47368421,100.00000000,0,83.33333333,14,19,5,2,6,1,3,0,0,12,16.90140845,0.70422535,10,8,9,9,21,14,7,2,5,2,1,3,0,0,10,13,1,4,4,0,0,14,3808,7,Rural,0.75000000,TRUE,3.10749300,3.14018279,2.62605042,2.66713760,2.10084034,2.17420789,2.36344538,2.41864231,2.36344538,2.42031926,5.51470588,5.46801313,3.67647059,3.68320152,2.91318029,2.58790707,1.95863138,2.65401874,2.24456403,4.77707758,3.23542612,35,8,10,7,70.00000000,-0.26748053,0.26416726,0.81606096,0.33421298,Low Burden,1,0,14,24,10.50000000,14.50000000,14.50000000,10.50000000,0.20742682,0.79257318,79.25731800,Stimulant,Stimulant Domint,5,8.50000000,17.50000000,2.05882353,Increasing,4,1,0,4.20000000,110.29411760,1.43878705,9.52000000,48.25816074,49,69.58204376,70,11,16,7,1,0,0,10,13,4,4,1,0,0,11,1,0,1,0,1,1,-0.62927569,-24.31600804,0.69538736,35.50373825,-0.40945471,-15.42772486,2.53251355,112.82875050,-1.54165146,-32.27185308,4.56746075,2,1,8,1,0,0,5,8,0,1,0,1,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,14.86983550,6.96103757,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/c45cb77271714051bef31f7c0e02ee3c.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
26,KS,20,011,20011,955700,20011955700,2166,7.50000000,288.26000000,2205,7.60000000,9,4,3,75.00000000,6,66.66666667,2,1,1,0,0,4,1,1,0,0,50.00000000,100.00000000,100.00000000,0,0.00000000,4,1,1,0,0,0,0,0,0,0,0.00000000,0.66666667,0,0,,,,,3,,,,,,,,2,1,0,0,0,0,0,1,2176,8,Rural,0.75000000,TRUE,0.68933824,0.88126923,0.00000000,0.24470734,0.00000000,0.24077450,,,,,,,,,1.19641652,0.66884621,0.56479116,,,,,5,0,2,1,50.00000000,-0.65948793,-0.58218400,-0.65611832,-0.40670362,Low Burden,1,0,1,3,2.50000000,1.50000000,1.50000000,2.50000000,0.71220659,0.28779341,71.22065900,Opioid,Low Activity,1,1.00000000,2.50000000,2.50000000,Increasing,4,0,0,0.90000000,41.36029412,0.88107353,5.44000000,16.88683853,17,24.34864321,25,2,3,0,0,0,0,2,1,0,0,0,0,0,2,0,0,,,,,-0.10405504,-15.55739473,0.82313431,,0.02824819,,0.40623606,,-0.56826562,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,,,,,,,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/74ee65edf65e450dabd2eae241488e20.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
27,KS,20,011,20011,956000,20011956000,2690,2134.90000000,1.26000000,2651,2104.00000000,61,8,7,87.50000000,49,80.32786885,7,6,3,0,2,8,8,3,0,3,87.50000000,75.00000000,100.00000000,0,66.66666667,8,8,3,0,3,0,0,0,1,3,4.91803279,0.37704918,10,9,14,6,13,9,5,1,1,2,0,0,0,0,3,6,0,3,2,0,0,6,2607,7,Rural,0.75000000,TRUE,3.89975706,3.90922298,3.83582662,3.82679388,3.45224396,3.49531614,5.37015727,5.30605032,2.30149597,2.38589257,4.98657461,4.94249500,3.45224396,3.46949367,3.65019274,3.64545914,3.05469808,4.68994313,2.39405248,4.76244469,3.32605527,22,2,3,3,100.00000000,-0.09919044,-0.10258495,-0.28807350,-0.31408905,Low Burden,1,0,6,9,3.50000000,6.50000000,6.50000000,3.50000000,0.15899963,0.84100037,84.10003700,Stimulant,Stimulant Domint,5,11.50000000,11.00000000,0.95652174,Stable,3,0,0,1.45000000,55.61948600,1.02172455,6.51750000,23.46130510,24,33.82817606,34,9,11,2,0,0,0,3,6,2,3,0,0,0,9,1,0,0,0,1,1,-0.59076107,-16.20539533,1.63524506,53.53213370,-2.29589065,-48.95348593,2.36839220,98.92816565,-1.43638941,-30.16075792,-1.81719272,1,2,2,0,2,0,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,,-2.08516376,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/7b6ad5b9de10407280ed85772c256739.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
